participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415421806137
Dario Franceschini, 340, 164, 91, 63, 71, 196, 28, 14, 14, 14, 14, 14
Luca Sofri, 91, 116, 106, 97, 220, 190, 45, 94, 42, 1, 1, 1
Massimo Mantellini, 105, 58, 125, 125, 125, 125, 125, 19, 19, 19, 19, 19
Anna Masera, 52, 119, 112, 89, 181, 158, 30, 24, 24, 24, 24, 24
Arianna Ciccone, 38, 155, 148, 68, 119, 124, 32, 25, 25, 25, 25, 25
Massimiliano Panarari, 9, 9, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70
Andrea Iannuzzi, 80, 77, 152, 84, 46, 49, 49, 49, 4, 20, 20, 20
Romana Petri, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50
Enrico Mentana, 46, 46, 46, 46, 57, 56, 49, 49, 49, 49, 49, 49
Beppe Severgnini, 46, 60, 60, 83, 86, 44, 24, 24, 28, 28, 28, 28
