participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415270606203
Dario Franceschini, 220, 138, 115, 73, 90, 16, 16, 16, 46, 90, 69, 285
Beppe Severgnini, 51, 54, 88, 36, 36, 36, 36, 20, 135, 133, 125, 99
Massimo Mantellini, 73, 149, 68, 28, 12, 1, 1, 1, 106, 173, 89, 31
Luca Sofri, 41, 41, 28, 69, 7, 7, 19, 38, 46, 38, 10, 235
Andrea Iannuzzi, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 20, 20
Pietrangelo Buttafuoco, 42, 42, 42, 42, 42, 42, 8, 18, 18, 6, 6, 30
Anna Masera, 30, 30, 30, 30, 30, 30, 30, 30, 1, 39, 22, 22
Massimiliano Panarari, 0, 0, 31, 25, 25, 25, 25, 25, 25, 25, 25, 25
Marino Sinibaldi, 6, 6, 21, 34, 34, 34, 34, 34, 14, 12, 12, 12
Silvia Ballestra, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21
