participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415396606291
Dario Franceschini, 152, 300, 194, 251, 472, 203, 265, 340, 164, 91, 63, 71
Luca Sofri, 201, 226, 255, 77, 143, 93, 81, 91, 116, 106, 97, 220
Massimo Mantellini, 73, 74, 101, 70, 46, 46, 52, 105, 58, 125, 125, 125
Anna Masera, 35, 31, 31, 31, 31, 24, 18, 52, 119, 112, 89, 181
Beppe Severgnini, 26, 26, 83, 61, 54, 59, 81, 46, 60, 60, 83, 86
Andrea Iannuzzi, 24, 24, 24, 24, 24, 25, 80, 80, 77, 152, 84, 46
Arianna Ciccone, 9, 9, 9, 18, 12, 12, 12, 38, 155, 148, 68, 119
Sonia Peronaci, 34, 95, 36, 29, 29, 39, 46, 42, 42, 42, 35, 35
Enrico Mentana, 44, 22, 34, 34, 34, 34, 34, 46, 46, 46, 46, 57
Romana Petri, 20, 20, 20, 20, 33, 50, 50, 50, 50, 50, 50, 50
