participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415407406191
Dario Franceschini, 251, 472, 203, 265, 340, 164, 91, 63, 71, 196, 28, 14
Luca Sofri, 77, 143, 93, 81, 91, 116, 106, 97, 220, 190, 45, 94
Massimo Mantellini, 70, 46, 46, 52, 105, 58, 125, 125, 125, 125, 125, 19
Anna Masera, 31, 31, 24, 18, 52, 119, 112, 89, 181, 158, 30, 24
Arianna Ciccone, 18, 12, 12, 12, 38, 155, 148, 68, 119, 124, 32, 25
Andrea Iannuzzi, 24, 24, 25, 80, 80, 77, 152, 84, 46, 49, 49, 49
Beppe Severgnini, 61, 54, 59, 81, 46, 60, 60, 83, 86, 44, 24, 24
Romana Petri, 20, 33, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50
Enrico Mentana, 34, 34, 34, 34, 46, 46, 46, 46, 57, 56, 49, 49
Massimiliano Panarari, 9, 9, 9, 9, 9, 9, 70, 70, 70, 70, 70, 70
