participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415331806159
Dario Franceschini, 485, 307, 451, 279, 265, 215, 150, 177, 71, 21, 21, 21
Luca Sofri, 467, 178, 528, 291, 141, 110, 91, 107, 168, 61, 19, 11
Massimo Mantellini, 81, 98, 234, 369, 49, 12, 12, 48, 38, 38, 4, 9
Beppe Severgnini, 136, 211, 208, 91, 38, 47, 35, 88, 28, 20, 19, 19
Sonia Peronaci, 8, 60, 82, 52, 39, 33, 44, 34, 34, 34, 34, 34
Arianna Ciccone, 101, 90, 50, 62, 53, 53, 24, 24, 12, 1, 1, 1
Enrico Mentana, 9, 9, 9, 9, 40, 132, 32, 38, 28, 28, 24, 25
Anna Masera, 22, 33, 47, 76, 70, 33, 20, 20, 22, 1, 1, 1
Andrea Iannuzzi, 32, 32, 32, 41, 24, 24, 24, 24, 24, 24, 24, 24
Romana Petri, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20
