participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415227406266
Dario Franceschini, 156, 92, 241, 229, 162, 159, 139, 181, 255, 128, 220, 138
Luca Sofri, 69, 114, 268, 172, 225, 80, 126, 33, 65, 126, 41, 41
Beppe Severgnini, 53, 197, 200, 127, 97, 89, 89, 89, 113, 93, 51, 54
Massimo Mantellini, 38, 77, 13, 13, 13, 13, 38, 14, 127, 46, 73, 149
Sonia Peronaci, 28, 98, 56, 120, 48, 47, 46, 14, 26, 22, 22, 15
Anna Masera, 41, 24, 24, 24, 24, 71, 94, 36, 30, 30, 30, 30
Silvia Ballestra, 0, 0, 0, 32, 32, 32, 32, 19, 203, 21, 21, 21
Arianna Ciccone, 21, 21, 49, 98, 42, 39, 16, 14, 14, 14, 10, 10
Pietrangelo Buttafuoco, 24, 24, 24, 24, 24, 24, 24, 24, 24, 43, 42, 42
Samuele Bersani, 24, 32, 31, 31, 22, 22, 22, 22, 22, 35, 28, 29
