participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415378606285
Dario Franceschini, 8, 18, 59, 151, 91, 152, 300, 194, 251, 472, 203, 265
Luca Sofri, 7, 2, 70, 397, 365, 201, 226, 255, 77, 143, 93, 81
Massimo Mantellini, 9, 9, 9, 218, 238, 73, 74, 101, 70, 46, 46, 52
Beppe Severgnini, 19, 27, 58, 13, 38, 26, 26, 83, 61, 54, 59, 81
Sonia Peronaci, 34, 34, 34, 34, 34, 34, 95, 36, 29, 29, 39, 46
Fulvio Ervas, 10, 45, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35
Anna Masera, 1, 1, 21, 86, 44, 35, 31, 31, 31, 31, 24, 18
Andrea Iannuzzi, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 25, 80
Romana Petri, 20, 20, 20, 20, 20, 20, 20, 20, 20, 33, 50, 50
Enrico Mentana, 2, 2, 24, 24, 11, 44, 22, 34, 34, 34, 34, 34
