participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415418206139
Dario Franceschini, 265, 340, 164, 91, 63, 71, 196, 28, 14, 14, 14, 14
Luca Sofri, 81, 91, 116, 106, 97, 220, 190, 45, 94, 42, 1, 1
Massimo Mantellini, 52, 105, 58, 125, 125, 125, 125, 125, 19, 19, 19, 19
Anna Masera, 18, 52, 119, 112, 89, 181, 158, 30, 24, 24, 24, 24
Arianna Ciccone, 12, 38, 155, 148, 68, 119, 124, 32, 25, 25, 25, 25
Andrea Iannuzzi, 80, 80, 77, 152, 84, 46, 49, 49, 49, 4, 20, 20
Massimiliano Panarari, 9, 9, 9, 70, 70, 70, 70, 70, 70, 70, 70, 70
Romana Petri, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50
Beppe Severgnini, 81, 46, 60, 60, 83, 86, 44, 24, 24, 28, 28, 28
Enrico Mentana, 34, 46, 46, 46, 46, 57, 56, 49, 49, 49, 49, 49
