participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415519006164
Beppe Severgnini, 623, 216, 160, 120, 43, 15, 15, 15, 8, 5, 38, 142
Mauro Tedeschini, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72
Massimiliano Panarari, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 4
Luca Sofri, 120, 74, 54, 99, 60, 73, 33, 46, 26, 26, 26, 26
Anna Masera, 137, 61, 63, 20, 33, 33, 33, 33, 33, 33, 33, 11
Arianna Ciccone, 46, 46, 46, 46, 46, 46, 46, 46, 46, 46, 16, 23
Dario Franceschini, 85, 73, 80, 63, 22, 39, 18, 18, 4, 9, 9, 4
Fulvio Ervas, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35
Walter Passerini, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31
Francesco Piccolo, 34, 34, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22
