participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415339006140
Dario Franceschini, 451, 279, 265, 215, 150, 177, 71, 21, 21, 21, 21, 8
Luca Sofri, 528, 291, 141, 110, 91, 107, 168, 61, 19, 11, 6, 7
Massimo Mantellini, 234, 369, 49, 12, 12, 48, 38, 38, 4, 9, 9, 9
Beppe Severgnini, 208, 91, 38, 47, 35, 88, 28, 20, 19, 19, 19, 19
Sonia Peronaci, 82, 52, 39, 33, 44, 34, 34, 34, 34, 34, 34, 34
Enrico Mentana, 9, 9, 40, 132, 32, 38, 28, 28, 24, 25, 2, 2
Andrea Iannuzzi, 32, 41, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24
Anna Masera, 47, 76, 70, 33, 20, 20, 22, 1, 1, 1, 1, 1
Arianna Ciccone, 50, 62, 53, 53, 24, 24, 12, 1, 1, 1, 1, 1
Romana Petri, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20
