participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415299406307
Dario Franceschini, 46, 90, 69, 285, 1290, 1261, 1040, 1221, 763, 485, 307, 451
Luca Sofri, 46, 38, 10, 235, 621, 565, 156, 275, 459, 467, 178, 528
Beppe Severgnini, 135, 133, 125, 99, 154, 231, 109, 307, 200, 136, 211, 208
Massimo Mantellini, 106, 173, 89, 31, 99, 252, 34, 27, 77, 81, 98, 234
Sonia Peronaci, 8, 8, 13, 36, 103, 114, 56, 43, 43, 8, 60, 82
Arianna Ciccone, 10, 10, 10, 10, 10, 10, 16, 20, 67, 101, 90, 50
Andrea Iannuzzi, 30, 30, 20, 20, 20, 20, 20, 20, 32, 32, 32, 32
Anna Masera, 1, 39, 22, 22, 22, 22, 22, 22, 22, 22, 33, 47
Aldo Cazzullo, 8, 19, 35, 30, 30, 30, 30, 30, 30, 5, 5, 5
Silvia Ballestra, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21
