participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415522606194
Beppe Severgnini, 216, 160, 120, 43, 15, 15, 15, 8, 5, 38, 142, 92
Mauro Tedeschini, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72
Massimiliano Panarari, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 4, 36
Luca Sofri, 74, 54, 99, 60, 73, 33, 46, 26, 26, 26, 26, 53
Arianna Ciccone, 46, 46, 46, 46, 46, 46, 46, 46, 46, 16, 23, 23
Dario Franceschini, 73, 80, 63, 22, 39, 18, 18, 4, 9, 9, 4, 105
Anna Masera, 61, 63, 20, 33, 33, 33, 33, 33, 33, 33, 11, 51
Fulvio Ervas, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 18
Walter Passerini, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31
Pietrangelo Buttafuoco, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24
