participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415486606440
Luca Sofri, 240, 213, 195, 219, 252, 333, 231, 131, 137, 120, 74, 54
Beppe Severgnini, 87, 143, 126, 141, 84, 61, 69, 48, 318, 623, 216, 160
Dario Franceschini, 85, 94, 69, 253, 518, 240, 127, 201, 172, 85, 73, 80
Massimo Mantellini, 78, 54, 92, 43, 66, 66, 94, 246, 86, 66, 93, 47
Anna Masera, 54, 126, 90, 42, 37, 84, 63, 110, 102, 137, 61, 63
Massimiliano Panarari, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70
Enrico Mentana, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 23, 54
Mauro Tedeschini, 0, 0, 0, 0, 49, 72, 72, 72, 72, 72, 72, 72
Arianna Ciccone, 41, 100, 33, 14, 14, 46, 46, 46, 46, 46, 46, 46
Samuele Bersani, 55, 55, 55, 55, 55, 55, 49, 30, 25, 27, 27, 27
