lat,long
44.804643,10.333148
42.460913,14.211573
44.179151,12.295827
42.460913,14.211573
41.05647,14.655474
42.460913,14.211573
42.460913,14.211573
42.460913,14.211573
42.464717,14.205918
42.461012,14.21155
42.460913,14.211573
42.460913,14.211573
42.460913,14.211573
42.460913,14.211573
42.460913,14.211573
42.460913,14.211573
41.922612,12.502299
42.460913,14.211573
42.461025,14.211539
42.460913,14.211573
42.460913,14.211573
44.659612,10.646564
42.460913,14.211573
42.460913,14.211573
42.465085,14.213022
42.460913,14.211573
42.460913,14.211573
42.460913,14.211573
42.460913,14.211573
42.465085,14.213031
42.460913,14.211573
42.465084,14.213024
42.465129,14.213013
42.461079,14.211541
42.461448,14.211936
