lat,long
42.469005,14.203636
42.463184,14.204696
42.463184,14.204696
42.456657,14.203977
42.453893,14.215931
42.464664,14.186745
42.455812,14.202972
45.828829,16.014603
45.806792,15.981701
45.806792,15.981701
45.828829,16.014603
45.828414,16.016894
45.802203,15.990019
42.463184,14.204696
42.5155,14.1595
42.463184,14.204696
45.812816,15.979001
45.811216,15.98102
42.463184,14.204696
42.463184,14.204696
45.82888,16.03663
45.829243,16.012311
42.463184,14.204696
42.463184,14.204696
45.829243,16.012311
45.828967,16.013839
45.829242,16.014946
42.459279,14.201338
45.828966,16.015595
45.806792,15.981701
42.463184,14.204696
45.828829,16.014603
45.802203,15.990019
45.563903,18.675466
45.828829,16.014603
45.828967,16.013839
45.813188,15.972757
45.785751,15.962876
42.458539,14.210313
45.828414,16.016894
45.812831,15.979062
42.464171,14.192729
45.828829,16.014603
42.463924,14.195721
45.812631,15.979425
42.463184,14.204696
45.829243,16.012311
42.453893,14.215931
42.45646,14.208815
45.81444,15.97798
45.829243,16.012311
45.829243,16.014068
45.828414,16.016894
45.828414,16.016894
45.811219,15.981017
42.458539,14.210313
42.463184,14.204696
42.458539,14.210313
45.806792,15.981701
45.563758,18.675413
42.453893,14.215931
45.828829,16.014603
