lat,long
45.562166,18.667288
45.338484,18.423444
45.811586,15.909498
42.465442,14.211667
40.747701,14.500714
46.381373,16.442872
45.784031,15.960066
45.484646,15.545074
45.777096,15.962904
45.562217,18.667334
44.838604,13.836172
45.799141,15.89181
45.362406,14.395425
45.338484,18.423444
45.393688,18.409044
45.562069,18.66811
42.464067,14.213147
45.562217,18.667336
45.330473,18.419187
45.562131,18.667792
45.352703,18.377717
45.562218,18.667335
45.783844,15.960335
42.463611,14.214584
45.320368,14.475055
42.465936,14.206988
45.330468,18.419183
42.460691,14.21894
45.330212,18.418571
45.330429,18.419045
43.510224,16.437438
45.796255,15.825564
45.562218,18.667334
45.330137,18.418941
43.581876,16.59738
45.393688,18.409044
43.508199,16.441811
45.795512,15.824868
45.562215,18.667329
45.823738,15.995505
45.783855,15.960239
45.544562,18.692777
43.508228,16.441708
42.460653,14.21681
45.330405,18.418934
45.330379,18.419209
45.805481,15.952299
45.777082,15.962934
45.330429,18.419045
42.488065,14.187118
43.272207,17.054359
43.508161,16.441719
45.811677,15.976469
45.922691,15.826229
45.776886,15.963109
42.455625,14.214373
45.775163,15.999002
42.464629,14.18673
45.799012,15.891653
45.794253,16.000471
45.81385,15.870358
45.807409,15.924544
45.795563,15.824823
44.531495,14.469804
43.508111,16.441371
45.799155,15.891822
45.799192,15.941761
43.508193,16.441749
42.462209,14.209402
45.814004,15.969559
42.460676,14.216611
45.822011,16.011565
45.393688,18.409044
45.79551,15.824872
45.330454,18.419049
45.777079,15.962915
45.356143,14.431341
42.462264,14.205403
45.340091,14.411638
45.922691,15.826229
45.562218,18.667336
45.777014,15.979257
43.508383,16.441666
42.452396,14.227951
45.320368,14.475055
45.80694,15.96676
44.10387,15.265717
43.508181,16.441571
42.4652,14.213058
45.330412,18.419014
45.554827,18.697226
42.463117,14.205766
45.562044,18.668256
45.562218,18.667337
42.462514,14.205331
45.311474,18.431718
43.508295,16.441908
42.461543,14.211886
45.794825,15.996215
45.799141,15.89181
46.085347,16.310444
45.820186,16.01738
45.200256,13.889467
45.562218,18.667336
45.814198,15.999061
45.776973,15.962983
45.562281,18.667269
43.517678,16.434791
45.562044,18.668256
45.799137,15.891873
45.330242,18.419135
43.51762,16.434895
46.308166,16.337464
45.562055,18.668208
46.15314,16.336294
42.495531,14.129036
42.495537,14.128962
45.562168,18.66729
45.799155,15.891822
45.799155,15.891899
45.786867,15.924488
45.338484,18.423444
45.562359,18.667401
43.508177,16.441633
43.508196,16.441654
45.799119,15.891835
45.200258,13.889467
45.562218,18.667335
45.799183,15.941999
45.562218,18.667336
45.522957,12.215497
45.562218,18.667336
45.80138,15.95257
45.330284,18.419078
46.1531,16.336281
42.453776,14.210108
45.329312,18.42
42.466536,14.215306
43.508056,16.441736
45.49742,16.36987
45.3431,14.4092
45.20025,13.889467
45.777096,15.962925
45.562199,18.66732
45.562206,18.66731
45.330212,18.418571
45.829243,16.012311
43.272194,17.054321
45.816381,15.983142
45.330429,18.419045
45.823814,15.99549
45.329745,18.418742
43.527707,16.152672
43.517609,16.434903
45.799137,15.891873
45.799137,15.891873
45.799137,15.891873
42.468143,14.213863
45.813332,15.985003
45.777078,15.962935
45.799108,15.891829
45.327731,14.452545
45.806077,15.982272
45.079128,14.156552
45.356318,14.431247
42.450792,14.220973
45.562094,18.668037
45.330284,18.419078
45.803751,15.942892
45.329694,14.442686
43.272226,17.054346
45.330405,18.418934
45.562217,18.667335
45.806071,15.982304
45.562218,18.667337
45.330021,18.419188
45.562218,18.667337
45.814072,15.999128
45.330431,18.419074
45.81056,15.975195
43.517676,16.434806
45.330468,18.419183
45.393688,18.409044
45.330454,18.419049
43.510227,16.442693
45.562217,18.667335
42.461358,14.212252
42.461358,14.212252
45.828414,16.016894
45.330137,18.418941
45.799137,15.891873
45.828414,16.016894
45.806121,15.982242
45.799042,15.891727
42.488126,14.187024
45.553023,18.709731
45.799137,15.891873
45.77702,15.962897
45.562218,18.667337
45.777004,15.962902
46.153147,16.336294
45.807082,15.924353
45.330473,18.419187
43.50818,16.441826
45.330468,18.419183
45.562182,18.667374
45.799005,15.89168
45.799042,15.891727
45.330454,18.419049
45.812258,15.974801
45.806792,15.981701
43.508172,16.441778
45.352703,18.377717
45.330212,18.418571
45.794245,15.935003
45.562218,18.667337
45.330473,18.419187
45.806792,15.981701
42.475981,14.199413
43.510324,16.44264
45.330137,18.418941
45.356769,14.431483
42.4955,14.128962
45.562218,18.667336
45.330431,18.419074
42.431613,14.157518
45.329745,18.418742
43.272206,17.054346
45.338484,18.423444
45.799041,15.891725
45.329745,18.418742
44.408108,8.900174
45.783855,15.960239
46.153149,16.3363
45.776886,15.963109
45.813381,15.983833
45.822303,15.928454
45.799141,15.89181
45.82164,15.960319
45.776833,15.963112
45.352703,18.377717
45.356485,14.431358
45.33021,18.419125
42.464629,14.18673
45.562083,18.668096
45.8038,15.94292
45.330287,18.418871
45.330431,18.419074
46.153147,16.336294
45.799012,15.891653
42.464227,14.211906
45.562218,18.667337
46.3044,16.3378
42.455241,14.20073
43.516903,16.474084
45.330284,18.419078
46.153133,16.336282
45.773689,15.949854
45.795519,15.824861
45.330284,18.419078
45.338484,18.423444
43.510291,16.442688
45.562134,18.667783
45.356776,14.431299
45.786267,16.005875
42.454474,14.202311
42.421782,14.156355
45.802583,15.946245
45.813477,15.983714
45.356813,14.431412
45.330242,18.419135
45.330326,18.418876
45.562174,18.667296
45.815281,15.934081
45.562044,18.668256
45.356885,18.418644
45.330312,18.418823
44.072185,12.532304
42.460628,14.211413
42.454474,14.202311
45.338484,18.423444
45.777096,15.962904
45.33022,18.418639
42.464356,14.211419
45.562218,18.667337
45.330473,18.419187
45.338484,18.423444
45.799141,15.89181
45.824303,16.051162
45.562218,18.667336
45.814695,15.994095
45.799141,15.89181
45.373195,18.393381
45.330379,18.419079
43.508197,16.441713
42.49557,14.128929
45.799137,15.891873
45.329745,18.418742
45.330326,18.418876
43.272194,17.054321
45.802097,15.998684
43.581876,16.59738
45.793362,15.897456
45.777084,15.962934
45.799008,15.891683
45.330405,18.418934
45.776892,15.963022
45.799042,15.891727
45.799041,15.891725
45.393688,18.409044
45.497372,16.369909
43.272198,17.054352
45.8102,15.927479
45.562199,18.66732
45.80319,15.971568
43.517627,16.434871
45.393688,18.409044
42.455241,14.20073
45.348268,17.955897
45.799137,15.891873
45.799155,15.891899
45.828414,16.016894
45.338484,18.423444
43.508583,16.441233
45.799137,15.891873
45.801405,15.95265
45.799012,15.891653
45.799041,15.891725
45.516369,15.563029
43.581876,16.597381
45.807103,15.9243
45.330242,18.419135
42.158862,12.587364
45.799155,15.891822
43.50828,16.441707
45.807043,15.924262
43.530817,16.489981
45.330379,18.419209
45.488832,16.461127
42.49553,14.128943
40.752279,14.498065
42.463833,14.210254
43.51025,16.472317
45.777079,15.962915
45.356963,14.431039
45.562155,18.667605
45.562218,18.667337
45.330468,18.419183
42.456803,14.180246
45.562217,18.667335
45.330137,18.418941
45.37902,18.962223
45.799041,15.891725
43.508232,16.441702
45.81657,15.977438
45.76288,15.913355
45.821389,16.029357
43.272197,17.054346
42.495518,14.129045
42.446205,14.20432
45.560455,18.668426
45.776973,15.962983
45.443676,13.520615
45.799155,15.891822
45.813402,15.98497
42.450792,14.220973
41.486001,13.857622
45.835501,15.937074
43.272199,17.054349
45.786111,15.962532
42.430109,14.188204
42.465473,14.211874
45.330427,18.419051
45.811232,15.950481
45.777017,15.962954
45.562218,18.667337
45.562095,18.668027
45.777074,15.962911
45.484646,15.545074
45.562218,18.667335
43.272194,17.054321
43.272252,17.054263
42.455706,14.225717
45.792568,15.960663
45.777107,15.962939
43.517646,16.434825
42.462766,14.212906
42.495516,14.128943
45.799041,15.891725
45.80139,15.952635
45.409925,13.968915
43.510246,16.442696
42.460652,14.21651
45.799012,15.891653
45.799155,15.891899
46.153149,16.336299
44.868335,13.861849
45.790188,15.90275
45.807504,15.899413
45.33017,18.41895
45.803164,15.971602
44.87352,13.854012
45.562218,18.667336
45.795512,15.824863
45.562194,18.667313
45.796255,15.825564
46.153131,16.336296
45.393688,18.409044
43.272198,17.054352
45.81232,15.97955
45.826923,16.058828
45.799155,15.891899
45.777096,15.962925
43.508182,16.44176
45.330379,18.419209
45.555314,18.669486
42.464629,14.18673
45.330284,18.419078
43.517646,16.434825
42.495516,14.128943
45.338484,18.423444
44.549278,14.886636
45.562217,18.667336
45.776985,15.962929
45.330202,18.419089
45.814707,15.895482
42.461605,14.209426
45.777069,15.962939
45.562083,18.668096
45.562217,18.667335
45.809675,15.9784
45.562194,18.667313
43.581876,16.597381
45.777057,15.962948
45.562218,18.667336
43.508071,16.441783
45.799155,15.891899
45.562218,18.667336
45.294708,18.813541
45.828829,16.014603
45.0,15.0
43.507975,16.441627
45.813424,15.983722
42.495509,14.128943
45.799042,15.891727
45.813401,15.983689
45.330468,18.419183
45.562218,18.667336
45.562044,18.668256
45.79666,15.855888
42.424853,14.283225
42.495571,14.128928
42.455241,14.20073
45.805689,15.952084
45.338484,18.423444
45.823929,15.995489
46.085347,16.310443
42.461776,14.208522
42.453895,14.204409
45.799643,15.962121
43.508237,16.441708
45.799141,15.89181
45.562174,18.667296
42.473854,14.20136
45.330326,18.418876
45.809297,16.01682
42.495531,14.129036
45.562174,18.667296
45.813798,15.870324
45.813387,15.98383
45.342039,18.412012
1.292042,103.834243
45.562172,18.667386
45.330379,18.419209
45.338484,18.423444
45.443762,13.520671
45.783812,15.960277
42.462264,14.205403
42.431611,14.15752
45.158946,18.016476
42.465936,14.206988
45.813402,15.98497
45.330326,18.418876
44.919914,10.431417
45.777017,15.962954
42.455703,14.225737
45.815112,16.010459
45.777004,15.962902
45.562044,18.668256
45.794942,15.999838
44.874659,13.849814
45.562218,18.667337
45.330405,18.418934
43.272201,17.054361
43.272196,17.054344
45.159311,18.015231
45.562168,18.66729
42.476859,14.167971
45.813371,15.983727
45.348269,17.955897
