lat,long
45.799015,15.891677
45.330233,18.419095
45.330226,18.418877
45.439336,16.281696
42.464685,14.205785
44.875348,15.248281
45.546613,18.712424
45.811744,15.940766
45.330193,18.418939
45.393685,18.409045
45.795511,15.965673
45.552866,18.709902
45.546666,18.712454
42.465185,14.207305
45.079238,15.431449
45.799023,15.891688
46.326971,16.280415
42.470083,14.20752
45.799015,15.891676
45.799126,15.891826
45.826047,16.052777
45.799015,15.891677
45.853195,15.996531
45.563567,18.667348
45.330225,18.41894
45.35591,17.680242
45.546652,18.712455
45.810378,15.889963
45.547029,18.712116
45.546769,18.712454
45.813215,15.983499
45.547181,18.712359
45.799106,15.891798
45.799072,15.891754
45.799143,15.89186
45.330225,18.41894
45.799028,15.891695
42.465149,14.213125
45.799016,15.891677
45.79915,15.891861
42.464685,14.205785
42.464685,14.205785
45.799148,15.891858
45.812097,15.984053
45.546749,18.712437
45.810321,15.971267
45.799072,15.891753
45.330198,18.418916
42.465003,14.212691
45.799023,15.891688
45.546655,18.712458
45.54717,18.712046
45.546996,18.712309
42.465083,14.213087
45.330195,18.418899
45.546606,18.712381
42.46277,14.212911
42.464685,14.205785
45.799126,15.891827
45.773667,15.949951
42.431612,14.157518
45.853195,15.996531
45.546669,18.712374
45.330205,18.418939
45.799155,15.891864
45.546654,18.712435
45.811688,16.105311
45.54675,18.71232
45.853195,15.996531
45.781449,15.954919
45.809491,15.993637
45.828999,16.015839
45.330184,18.418912
42.523353,14.154649
45.799152,15.891858
45.546737,18.712425
45.805796,15.981951
45.546749,18.712439
45.546612,18.712445
42.523353,14.154649
45.800949,15.979648
45.330203,18.418895
45.547387,18.711942
42.422133,14.283219
45.546628,18.712455
45.799148,15.891858
45.546756,18.712448
45.330221,18.418941
45.330243,18.418992
42.457228,14.212546
45.799126,15.891827
45.546657,18.712458
45.546651,18.712454
45.799072,15.891753
42.523561,14.154431
45.799049,15.891651
45.330146,18.418976
45.813851,15.982748
45.799049,15.891723
45.799023,15.891688
