lat,long
45.803164,15.994917
45.798978,15.891601
45.563192,18.667532
43.511805,16.443195
45.806509,15.90342
45.764076,15.981789
45.786348,16.005787
43.517663,16.474926
42.455229,14.226673
45.79553,15.824868
46.153153,16.336259
45.786326,16.005773
45.563563,18.667358
43.517622,16.474942
45.801226,15.897846
42.457125,14.227969
45.375724,15.080023
45.350224,14.495001
45.764576,15.964774
45.806792,15.981701
45.340144,14.507595
45.807907,15.972231
45.806792,15.981701
45.805589,16.009161
45.829246,16.012312
42.660056,18.062243
45.764063,15.981779
45.806494,15.903405
45.331051,14.452467
43.511805,16.443195
42.457227,14.228037
45.807901,15.972231
45.159273,18.015586
42.455731,14.225747
45.33234,14.437995
45.837838,16.034602
42.495561,14.128945
45.798978,15.891601
42.421546,14.251031
42.660056,18.062243
42.455774,14.225833
45.798916,15.891863
45.798978,15.891601
45.837838,16.034602
45.343307,14.38232
45.829122,16.014076
45.752464,16.110408
42.660229,18.062373
42.495585,14.129082
45.806094,15.98218
45.764077,15.981806
42.660336,18.061941
42.660257,18.062387
45.764113,15.981708
45.801802,15.817464
45.807901,15.972231
45.786304,16.005798
43.511805,16.443195
45.320382,13.671946
42.660098,18.062211
45.779392,15.963352
45.791234,15.933062
45.798973,15.891371
45.764562,15.96479
45.827765,16.049132
42.455229,14.226673
45.798834,15.891532
45.752014,16.111021
45.556265,18.693606
43.272222,17.054258
45.764049,15.981732
45.764068,15.981775
45.806792,15.981701
45.764086,15.981891
45.799129,15.891369
45.798978,15.891601
45.798965,15.891313
