lat,long
45.783889,15.960397
43.514787,16.44884
42.458681,14.228836
42.453314,14.236947
45.44366,13.520617
42.463127,14.213702
45.111946,18.542528
42.475988,14.199408
42.475988,14.199408
42.431612,14.157518
42.45516,14.226638
42.456193,14.206372
45.818353,16.05858
42.488081,14.187195
42.475988,14.199408
43.513118,16.098423
46.136711,15.670117
42.458641,14.228917
44.262301,15.135726
44.062885,15.529055
45.356765,14.431319
42.475988,14.199408
45.811181,15.993982
42.431612,14.157519
42.458719,14.22897
42.458724,14.228805
44.262301,15.135726
45.180429,18.216064
45.76274,15.987132
42.464375,14.212674
42.45516,14.226638
42.458739,14.228739
45.827758,16.066939
45.818353,16.05858
43.513118,16.098422
42.458562,14.228815
43.513095,16.471839
45.805932,16.02326
43.5165,16.456066
45.8355,15.937162
43.518254,16.465586
44.27589,15.134522
42.431613,14.157522
42.488134,14.187049
44.248712,15.13693
45.81838,16.058645
42.431612,14.157518
45.550979,18.713846
45.481561,16.380621
43.378149,16.927423
44.262301,15.135726
46.136711,15.670117
45.786177,15.962493
45.424975,18.858298
42.458764,14.228797
43.518459,16.465802
45.180429,18.216064
45.783822,15.960269
42.431612,14.15752
45.305985,14.713908
42.431612,14.15752
42.474851,14.20051
45.813386,15.983806
42.431612,14.15752
42.431612,14.15752
43.527706,16.152672
45.44367,13.520609
41.988694,-87.861929
46.136711,15.670117
42.462818,14.212247
45.81838,16.058645
42.458686,14.228935
45.811005,15.979864
42.475988,14.199408
42.913005,16.937515
43.378149,16.927423
42.431612,14.15752
42.461439,14.210817
42.475988,14.199408
45.811216,15.993977
45.783917,15.960365
43.516487,16.456215
43.518393,16.465776
45.81838,16.058645
42.458719,14.22897
43.518459,16.465802
45.813434,15.983822
42.431612,14.157521
42.431612,14.15752
44.873289,13.850438
42.458649,14.228906
42.488162,14.187125
45.812226,15.967934
45.160276,17.998761
42.431612,14.157519
43.514814,16.44905
42.458672,14.228899
46.136711,15.670117
42.453853,14.235874
43.527706,16.152673
43.688831,16.025571
42.463115,14.213732
45.20025,13.889467
45.516369,15.563029
44.142996,15.084178
45.799192,15.941762
43.512359,16.472414
45.814004,15.964422
45.516369,15.563029
42.504019,14.166453
45.802243,15.918442
45.327815,18.415223
42.460437,14.211037
45.327817,18.41526
45.443671,13.520609
42.431612,14.15752
42.474836,14.200575
45.796121,15.898703
45.812233,15.975324
42.461775,14.208518
43.516487,16.456215
46.424898,16.430948
42.431612,14.15752
42.431612,14.157519
42.913005,16.937514
43.518116,16.461803
42.464063,14.211778
42.431612,14.15752
45.783798,15.960258
45.465996,9.146737
46.130797,15.929721
43.72664,15.904862
45.783888,15.960323
44.248712,15.13693
42.464232,14.211899
42.431612,14.157521
42.431612,14.157519
44.067971,15.282027
45.811681,16.105346
43.527706,16.152671
43.518399,16.465783
43.518116,16.461803
45.811159,15.993986
42.465074,14.212274
45.811158,15.993976
44.885871,15.619077
45.20025,13.889467
42.458781,14.22888
45.356825,14.431345
42.431612,14.15752
43.513118,16.098423
46.154013,15.665588
43.726657,15.904882
45.802087,15.998469
45.200248,13.889467
46.424897,16.430946
42.431613,14.15752
45.200256,13.889468
43.515815,16.452326
43.527706,16.152672
45.200251,13.889466
44.062851,15.528913
44.062924,15.529158
42.431613,14.157522
42.458794,14.228791
43.513118,16.098416
44.27589,15.134522
45.806439,15.976224
42.458764,14.228797
43.515815,16.452326
45.812208,15.974232
43.515815,16.452326
45.803267,15.971604
45.818353,16.05858
45.443658,13.520618
45.835636,15.937352
42.431612,14.15752
45.805141,15.988879
43.378149,16.927424
42.431612,14.157519
42.474851,14.20051
42.458739,14.228739
42.458626,14.228901
43.37815,16.927425
46.136711,15.670117
46.157555,15.606159
42.462023,14.213687
42.464211,14.211305
45.811199,15.993976
45.807038,15.924252
42.441796,14.253946
43.518452,16.465794
43.514787,16.44884
43.378149,16.927423
42.458672,14.228899
42.458674,14.228934
45.180429,18.216065
43.519212,16.466355
43.513118,16.098422
45.783776,15.960345
42.463921,14.213086
42.463921,14.213086
43.518398,16.465781
45.443667,13.520615
45.107326,13.71705
42.458707,14.229023
43.378149,16.927424
45.783832,15.960232
45.20025,13.889467
42.463126,14.213704
44.248712,15.13693
42.458641,14.228917
42.458738,14.228795
45.808511,15.992062
42.475604,14.199797
42.474851,14.20051
45.762747,15.987157
42.488131,14.187102
45.807469,15.924665
45.783773,15.960267
