participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415302106161
Dario Franceschini, 106, 81, 65, 74, 87, 101, 107, 118, 125, 105, 76, 59
Luca Sofri, 37, 25, 20, 53, 80, 115, 146, 137, 130, 104, 76, 68
Massimo Mantellini, 16, 12, 15, 31, 40, 49, 53, 50, 82, 107, 102, 96
Beppe Severgnini, 39, 38, 48, 67, 58, 57, 56, 45, 50, 41, 31, 16
Silvia Ballestra, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21
Arianna Ciccone, 38, 39, 34, 6, 11, 9, 11, 13, 17, 10, 13, 20
Sonia Peronaci, 3, 7, 17, 18, 18, 20, 21, 19, 22, 21, 17, 8
Marino Sinibaldi, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12
Anna Masera, 3, 1, 6, 11, 15, 15, 12, 11, 9, 13, 19, 24
Andrea Iannuzzi, 5, 5, 5, 5, 5, 5, 5, 5, 9, 10, 12, 12
