participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415218406167
Dario Franceschini, 33, 49, 52, 43, 44, 42, 45, 63, 83, 64, 53, 38
Silvia Ballestra, 6, 6, 6, 6, 6, 18, 42, 57, 57, 47, 21, 21
Luca Sofri, 33, 23, 8, 10, 9, 6, 13, 16, 12, 24, 33, 31
Massimo Mantellini, 11, 9, 9, 3, 3, 7, 21, 33, 36, 37, 24, 9
Beppe Severgnini, 3, 3, 3, 3, 3, 8, 22, 27, 32, 32, 26, 20
Anna Masera, 19, 17, 9, 9, 9, 9, 9, 10, 6, 5, 5, 5
Sonia Peronaci, 11, 11, 11, 11, 3, 3, 3, 3, 10, 10, 9, 9
Andrea Iannuzzi, 6, 6, 6, 10, 8, 6, 6, 6, 6, 6, 6, 6
Aldo Cazzullo, 6, 6, 6, 6, 6, 6, 6, 8, 9, 7, 6, 4
Arianna Ciccone, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
