participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415192306153
Beppe Severgnini, 21, 21, 21, 10, 8, 12, 23, 47, 48, 44, 58, 42
Dario Franceschini, 6, 8, 14, 25, 34, 49, 48, 37, 29, 17, 9, 19
Luca Sofri, 9, 9, 12, 16, 12, 21, 20, 17, 20, 23, 54, 63
Sonia Peronaci, 12, 12, 12, 15, 15, 15, 7, 19, 27, 27, 25, 14
Massimo Mantellini, 6, 6, 6, 6, 8, 10, 18, 21, 21, 21, 14, 9
Anna Masera, 0, 2, 8, 9, 11, 11, 10, 9, 7, 7, 7, 7
Pietrangelo Buttafuoco, 4, 6, 9, 9, 7, 6, 6, 6, 6, 6, 6, 6
Samuele Bersani, 0, 0, 0, 4, 6, 8, 6, 6, 6, 11, 12, 12
Enrico Mentana, 3, 3, 3, 3, 6, 6, 6, 6, 4, 6, 6, 6
Arianna Ciccone, 0, 0, 3, 5, 6, 6, 6, 6, 6, 6, 6, 7
