participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415209406291
Dario Franceschini, 30, 31, 49, 52, 46, 51, 40, 22, 25, 32, 33, 49
Luca Sofri, 64, 63, 53, 45, 21, 14, 17, 28, 36, 34, 33, 23
Beppe Severgnini, 31, 28, 18, 20, 18, 27, 27, 17, 9, 3, 3, 3
Anna Masera, 3, 3, 3, 3, 3, 17, 21, 29, 32, 26, 19, 17
Sonia Peronaci, 14, 12, 12, 10, 9, 9, 12, 18, 18, 15, 11, 11
Romana Petri, 3, 13, 15, 15, 15, 8, 8, 8, 8, 3, 3, 3
Arianna Ciccone, 20, 9, 7, 6, 11, 12, 10, 6, 4, 4, 6, 6
Samuele Bersani, 7, 4, 9, 9, 9, 8, 8, 8, 8, 8, 8, 8
Andrea Iannuzzi, 3, 3, 4, 6, 11, 12, 10, 6, 4, 4, 6, 6
Aldo Cazzullo, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
