participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415351606147
Luca Sofri, 1, 2, 6, 9, 22, 33, 38, 92, 130, 137, 145, 113
Massimo Mantellini, 3, 3, 3, 3, 3, 3, 5, 46, 76, 91, 96, 74
Dario Franceschini, 6, 6, 6, 3, 23, 33, 45, 50, 35, 21, 16, 17
Anna Masera, 1, 1, 1, 3, 3, 14, 15, 26, 27, 18, 12, 9
Beppe Severgnini, 9, 18, 18, 21, 16, 3, 3, 1, 2, 7, 9, 9
Fulvio Ervas, 17, 18, 18, 13, 4, 4, 4, 4, 4, 4, 4, 4
Alessandro Perissinotto, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
Andrea Iannuzzi, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
Pietrangelo Buttafuoco, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
Romana Petri, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
