participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415312006159
Dario Franceschini, 59, 39, 46, 62, 77, 80, 73, 56, 42, 44, 31, 37
Luca Sofri, 68, 43, 33, 39, 33, 36, 38, 27, 23, 22, 20, 19
Massimo Mantellini, 96, 64, 28, 9, 7, 5, 5, 3, 3, 3, 3, 3
Enrico Mentana, 3, 3, 3, 3, 15, 25, 39, 39, 33, 21, 9, 8
Silvia Ballestra, 21, 21, 21, 21, 21, 21, 21, 21, 3, 3, 3, 3
Anna Masera, 24, 20, 21, 19, 13, 17, 13, 6, 6, 8, 6, 6
Marino Sinibaldi, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12
Beppe Severgnini, 16, 16, 10, 10, 9, 9, 12, 11, 12, 12, 8, 6
Arianna Ciccone, 20, 19, 18, 18, 11, 6, 6, 6, 6, 6, 6, 6
Sonia Peronaci, 8, 6, 9, 9, 9, 12, 9, 6, 6, 12, 12, 12
