participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415315606146
Dario Franceschini, 77, 80, 73, 56, 42, 44, 31, 37, 36, 46, 48, 44
Luca Sofri, 33, 36, 38, 27, 23, 22, 20, 19, 23, 29, 23, 23
Enrico Mentana, 15, 25, 39, 39, 33, 21, 9, 8, 8, 7, 9, 9
Beppe Severgnini, 9, 9, 12, 11, 12, 12, 8, 6, 6, 15, 20, 25
Marino Sinibaldi, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12
Samuele Bersani, 7, 7, 7, 7, 7, 7, 6, 10, 19, 20, 16, 12
Sonia Peronaci, 9, 12, 9, 6, 6, 12, 12, 12, 12, 8, 7, 9
Silvia Ballestra, 21, 21, 21, 21, 3, 3, 3, 3, 3, 3, 3, 3
Anna Masera, 13, 17, 13, 6, 6, 8, 6, 6, 6, 6, 6, 6
Arianna Ciccone, 11, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
