participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415449706155
Luca Sofri, 90, 65, 45, 28, 21, 25, 55, 80, 80, 79, 58, 43
Massimo Mantellini, 175, 158, 94, 45, 25, 18, 19, 21, 20, 17, 9, 12
Beppe Severgnini, 30, 30, 24, 17, 7, 7, 9, 31, 40, 41, 49, 31
Dario Franceschini, 7, 11, 23, 27, 26, 20, 15, 22, 28, 31, 31, 19
Arianna Ciccone, 13, 13, 13, 13, 13, 13, 13, 12, 29, 30, 30, 31
Anna Masera, 9, 9, 7, 4, 4, 4, 4, 23, 28, 33, 43, 29
David Riondino, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12
Marino Sinibaldi, 12, 12, 12, 12, 12, 12, 9, 9, 9, 9, 9, 9
Enrico Mentana, 12, 12, 12, 12, 12, 12, 6, 6, 6, 6, 6, 6
Samuele Bersani, 2, 2, 8, 10, 15, 18, 15, 13, 9, 9, 3, 3
