participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415474906178
Luca Sofri, 88, 78, 66, 47, 40, 33, 38, 31, 29, 32, 35, 36
Dario Franceschini, 47, 38, 36, 34, 19, 39, 54, 54, 54, 54, 36, 39
Massimo Mantellini, 9, 9, 19, 29, 39, 62, 69, 57, 58, 40, 21, 16
Beppe Severgnini, 14, 13, 17, 18, 21, 18, 9, 12, 9, 15, 58, 105
Anna Masera, 30, 29, 18, 9, 7, 11, 27, 35, 37, 34, 26, 19
David Riondino, 11, 11, 12, 20, 21, 21, 17, 17, 17, 17, 17, 17
Francesco Piccolo, 12, 13, 32, 30, 26, 24, 10, 10, 10, 10, 10, 10
Andrea Iannuzzi, 18, 18, 18, 18, 18, 18, 18, 18, 6, 11, 15, 9
Mauro Tedeschini, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12
Arianna Ciccone, 15, 15, 15, 15, 15, 15, 15, 6, 6, 6, 6, 6
