participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415356106144
Luca Sofri, 33, 38, 92, 130, 137, 145, 113, 66, 41, 39, 50, 52
Massimo Mantellini, 3, 5, 46, 76, 91, 96, 74, 43, 25, 15, 22, 18
Dario Franceschini, 33, 45, 50, 35, 21, 16, 17, 25, 33, 34, 29, 30
Anna Masera, 14, 15, 26, 27, 18, 12, 9, 11, 12, 13, 14, 5
Arianna Ciccone, 1, 1, 1, 1, 16, 18, 18, 18, 8, 8, 3, 3
Enrico Mentana, 6, 6, 6, 6, 6, 6, 2, 3, 6, 6, 12, 15
Beppe Severgnini, 3, 3, 1, 2, 7, 9, 9, 12, 8, 7, 9, 6
Alessandro Perissinotto, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
Andrea Iannuzzi, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
Pietrangelo Buttafuoco, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
