participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415283206163
Dario Franceschini, 364, 354, 355, 323, 294, 289, 262, 235, 272, 271, 275, 317
Luca Sofri, 151, 199, 215, 159, 120, 71, 28, 24, 40, 64, 75, 75
Beppe Severgnini, 42, 46, 70, 56, 48, 57, 31, 19, 27, 32, 58, 81
Massimo Mantellini, 24, 53, 78, 71, 63, 40, 12, 7, 9, 6, 6, 4
Sonia Peronaci, 30, 36, 35, 30, 28, 21, 16, 14, 13, 13, 15, 14
Silvia Ballestra, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21
Marino Sinibaldi, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12
Aldo Cazzullo, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
Alessandro Perissinotto, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
Andrea Iannuzzi, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
