participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415363306154
Luca Sofri, 41, 39, 50, 52, 60, 55, 43, 55, 73, 73, 77, 67
Dario Franceschini, 33, 34, 29, 30, 59, 63, 74, 91, 72, 60, 48, 49
Massimo Mantellini, 25, 15, 22, 18, 18, 18, 13, 19, 24, 26, 23, 29
Sonia Peronaci, 5, 5, 3, 5, 26, 30, 27, 27, 11, 11, 7, 10
Beppe Severgnini, 8, 7, 9, 6, 4, 4, 4, 4, 11, 16, 21, 26
Enrico Mentana, 6, 6, 12, 15, 11, 9, 7, 7, 7, 6, 10, 9
Anna Masera, 12, 13, 14, 5, 3, 9, 6, 7, 9, 5, 5, 2
Alessandro Perissinotto, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
Andrea Iannuzzi, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
Pietrangelo Buttafuoco, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
