participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415301206156
Dario Franceschini, 123, 106, 81, 65, 74, 87, 101, 107, 118, 125, 105, 76
Luca Sofri, 94, 37, 25, 20, 53, 80, 115, 146, 137, 130, 104, 76
Massimo Mantellini, 18, 16, 12, 15, 31, 40, 49, 53, 50, 82, 107, 102
Beppe Severgnini, 28, 39, 38, 48, 67, 58, 57, 56, 45, 50, 41, 31
Silvia Ballestra, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21
Arianna Ciccone, 39, 38, 39, 34, 6, 11, 9, 11, 13, 17, 10, 13
Sonia Peronaci, 3, 3, 7, 17, 18, 18, 20, 21, 19, 22, 21, 17
Marino Sinibaldi, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12
Anna Masera, 3, 3, 1, 6, 11, 15, 15, 12, 11, 9, 13, 19
Andrea Iannuzzi, 5, 5, 5, 5, 5, 5, 5, 5, 5, 9, 10, 12
