participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415371406189
Dario Franceschini, 60, 48, 49, 37, 21, 36, 86, 108, 125, 155, 117, 75
Luca Sofri, 73, 77, 67, 38, 28, 18, 16, 15, 19, 41, 41, 42
Massimo Mantellini, 26, 23, 29, 23, 24, 21, 13, 12, 10, 14, 13, 9
Beppe Severgnini, 16, 21, 26, 20, 19, 18, 13, 11, 7, 15, 15, 17
Pietrangelo Buttafuoco, 6, 6, 6, 7, 12, 14, 15, 13, 7, 5, 3, 3
Enrico Mentana, 6, 10, 9, 9, 7, 7, 7, 7, 7, 7, 7, 3
Romana Petri, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 9, 12
David Riondino, 11, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
Sonia Peronaci, 11, 7, 10, 15, 13, 9, 6, 1, 1, 1, 1, 1
Alessandro Perissinotto, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
