participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415441606158
Massimo Mantellini, 1, 1, 1, 1, 26, 39, 83, 153, 176, 175, 158, 94
Luca Sofri, 13, 13, 13, 24, 19, 30, 62, 76, 94, 90, 65, 45
Beppe Severgnini, 38, 22, 24, 33, 38, 37, 39, 28, 29, 30, 30, 24
Arianna Ciccone, 15, 17, 21, 22, 15, 23, 24, 22, 21, 13, 13, 13
Massimiliano Panarari, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18
Enrico Mentana, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12
Marino Sinibaldi, 2, 2, 1, 9, 12, 18, 20, 20, 18, 12, 12, 12
Andrea Iannuzzi, 12, 11, 12, 10, 6, 11, 15, 15, 15, 8, 8, 8
David Riondino, 6, 6, 6, 8, 12, 12, 12, 12, 12, 12, 12, 12
Dario Franceschini, 6, 6, 6, 6, 8, 10, 12, 12, 12, 7, 11, 23
