participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415490206211
Beppe Severgnini, 89, 62, 37, 28, 41, 38, 41, 40, 34, 31, 29, 26
Luca Sofri, 29, 14, 16, 15, 12, 12, 14, 16, 18, 32, 28, 21
Dario Franceschini, 10, 16, 24, 23, 28, 24, 16, 12, 18, 15, 15, 15
Massimo Mantellini, 24, 20, 28, 21, 19, 16, 9, 3, 3, 4, 6, 6
Anna Masera, 21, 18, 13, 9, 16, 17, 15, 15, 10, 3, 2, 5
Mauro Tedeschini, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12
Enrico Mentana, 3, 6, 6, 8, 10, 9, 17, 18, 15, 15, 5, 5
Massimiliano Panarari, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9
Andrea Iannuzzi, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8
Walter Passerini, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8
