participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415404706143
Luca Sofri, 59, 54, 52, 59, 45, 43, 43, 22, 9, 8, 6, 22
Anna Masera, 54, 45, 43, 54, 38, 33, 33, 20, 10, 10, 10, 6
Dario Franceschini, 14, 13, 23, 52, 55, 50, 39, 16, 16, 6, 6, 6
Arianna Ciccone, 33, 28, 31, 36, 31, 30, 27, 17, 9, 3, 3, 7
Massimiliano Panarari, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18
Daria Bignardi, 27, 27, 27, 29, 9, 9, 9, 9, 9, 3, 3, 17
Enrico Mentana, 15, 15, 15, 9, 11, 15, 21, 21, 16, 12, 12, 12
Beppe Severgnini, 19, 23, 23, 21, 15, 7, 1, 6, 6, 6, 6, 6
Andrea Iannuzzi, 14, 14, 8, 13, 12, 12, 12, 6, 6, 6, 6, 6
Aldo Cazzullo, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9
