participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415262506141
Beppe Severgnini, 2, 2, 2, 2, 20, 27, 29, 39, 40, 32, 37, 33
Silvia Ballestra, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21
Massimo Mantellini, 1, 1, 1, 1, 1, 6, 22, 36, 42, 46, 47, 40
Dario Franceschini, 4, 4, 2, 6, 8, 9, 11, 11, 15, 21, 28, 24
Luca Sofri, 12, 12, 12, 9, 5, 9, 10, 14, 13, 12, 12, 8
Massimiliano Panarari, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7
Andrea Iannuzzi, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
Romana Petri, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
Pietrangelo Buttafuoco, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 3
Anna Masera, 5, 5, 5, 5, 5, 5, 5, 5, 1, 8, 9, 9
