participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415292206181
Dario Franceschini, 275, 317, 322, 307, 272, 214, 154, 123, 123, 133, 123, 106
Luca Sofri, 75, 75, 65, 60, 53, 84, 149, 173, 178, 158, 94, 37
Beppe Severgnini, 58, 81, 88, 80, 68, 55, 38, 39, 40, 29, 28, 39
Silvia Ballestra, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21
Arianna Ciccone, 3, 3, 3, 11, 18, 18, 18, 13, 3, 21, 39, 38
Massimo Mantellini, 6, 4, 5, 12, 12, 23, 22, 20, 25, 22, 18, 16
Marino Sinibaldi, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12
Andrea Iannuzzi, 6, 6, 6, 6, 9, 9, 9, 5, 5, 5, 5, 5
Alessandro Perissinotto, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
Enrico Mentana, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
