participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415257106135
Silvia Ballestra, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21
Massimiliano Panarari, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7
Dario Franceschini, 19, 12, 4, 4, 4, 4, 4, 4, 2, 6, 8, 9
Luca Sofri, 2, 2, 2, 2, 2, 7, 12, 12, 12, 9, 5, 9
Andrea Iannuzzi, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
Romana Petri, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
Beppe Severgnini, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 20, 27
Anna Masera, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5
Pietrangelo Buttafuoco, 1, 1, 1, 1, 1, 2, 6, 6, 6, 6, 6, 6
Sonia Peronaci, 6, 6, 6, 6, 2, 2, 2, 1, 3, 3, 3, 3
