participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415222006169
Dario Franceschini, 44, 42, 45, 63, 83, 64, 53, 38, 9, 28, 53, 57
Silvia Ballestra, 6, 18, 42, 57, 57, 47, 21, 21, 21, 21, 21, 21
Beppe Severgnini, 3, 8, 22, 27, 32, 32, 26, 20, 25, 22, 21, 14
Luca Sofri, 9, 6, 13, 16, 12, 24, 33, 31, 32, 30, 17, 11
Massimo Mantellini, 3, 7, 21, 33, 36, 37, 24, 9, 6, 7, 12, 17
Pietrangelo Buttafuoco, 2, 2, 2, 2, 2, 2, 2, 8, 17, 18, 18, 14
Anna Masera, 9, 9, 9, 10, 6, 5, 5, 5, 5, 5, 5, 5
Andrea Iannuzzi, 8, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
Samuele Bersani, 3, 3, 3, 3, 3, 3, 4, 10, 12, 9, 9, 7
Aldo Cazzullo, 6, 6, 6, 8, 9, 7, 6, 4, 4, 4, 4, 4
