participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415450606205
Luca Sofri, 65, 45, 28, 21, 25, 55, 80, 80, 79, 58, 43, 33
Massimo Mantellini, 158, 94, 45, 25, 18, 19, 21, 20, 17, 9, 12, 16
Beppe Severgnini, 30, 24, 17, 7, 7, 9, 31, 40, 41, 49, 31, 22
Dario Franceschini, 11, 23, 27, 26, 20, 15, 22, 28, 31, 31, 19, 13
Arianna Ciccone, 13, 13, 13, 13, 13, 13, 12, 29, 30, 30, 31, 9
Anna Masera, 9, 7, 4, 4, 4, 4, 23, 28, 33, 43, 29, 21
David Riondino, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12
Marino Sinibaldi, 12, 12, 12, 12, 12, 9, 9, 9, 9, 9, 9, 9
Samuele Bersani, 2, 8, 10, 15, 18, 15, 13, 9, 9, 3, 3, 3
Enrico Mentana, 12, 12, 12, 12, 12, 6, 6, 6, 6, 6, 6, 6
