participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415343506135
Alessandro Perissinotto, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
Andrea Iannuzzi, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
Beppe Severgnini, 3, 3, 3, 3, 3, 3, 3, 3, 3, 9, 18, 18
Marino Sinibaldi, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
Pietrangelo Buttafuoco, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
Romana Petri, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
Fulvio Ervas, 1, 1, 1, 1, 1, 1, 1, 1, 9, 17, 18, 18
Dario Franceschini, 6, 6, 6, 6, 6, 2, 6, 6, 6, 6, 6, 6
Sonia Peronaci, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5
Daria Bignardi, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
