participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415188706152
Dario Franceschini, 0, 0, 0, 6, 6, 8, 14, 25, 34, 49, 48, 37
Beppe Severgnini, 0, 0, 0, 16, 21, 21, 21, 10, 8, 12, 23, 47
Luca Sofri, 0, 0, 0, 8, 9, 9, 12, 16, 12, 21, 20, 17
Sonia Peronaci, 0, 0, 0, 4, 12, 12, 12, 15, 15, 15, 7, 19
Massimo Mantellini, 0, 0, 0, 6, 6, 6, 6, 6, 8, 10, 18, 21
Anna Masera, 0, 0, 0, 0, 0, 2, 8, 9, 11, 11, 10, 9
Pietrangelo Buttafuoco, 0, 0, 0, 0, 4, 6, 9, 9, 7, 6, 6, 6
Enrico Mentana, 0, 0, 0, 0, 3, 3, 3, 3, 6, 6, 6, 6
Arianna Ciccone, 0, 0, 0, 0, 0, 0, 3, 5, 6, 6, 6, 6
Samuele Bersani, 0, 0, 0, 0, 0, 0, 0, 4, 6, 8, 6, 6
