participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415291306152
Dario Franceschini, 271, 275, 317, 322, 307, 272, 214, 154, 123, 123, 133, 123
Luca Sofri, 64, 75, 75, 65, 60, 53, 84, 149, 173, 178, 158, 94
Beppe Severgnini, 32, 58, 81, 88, 80, 68, 55, 38, 39, 40, 29, 28
Silvia Ballestra, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21
Massimo Mantellini, 6, 6, 4, 5, 12, 12, 23, 22, 20, 25, 22, 18
Arianna Ciccone, 6, 3, 3, 3, 11, 18, 18, 18, 13, 3, 21, 39
Marino Sinibaldi, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12
Andrea Iannuzzi, 6, 6, 6, 6, 6, 9, 9, 9, 5, 5, 5, 5
Sonia Peronaci, 13, 15, 14, 6, 8, 3, 3, 3, 3, 3, 2, 3
Alessandro Perissinotto, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
