participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415289506155
Dario Franceschini, 235, 272, 271, 275, 317, 322, 307, 272, 214, 154, 123, 123
Luca Sofri, 24, 40, 64, 75, 75, 65, 60, 53, 84, 149, 173, 178
Beppe Severgnini, 19, 27, 32, 58, 81, 88, 80, 68, 55, 38, 39, 40
Silvia Ballestra, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21
Massimo Mantellini, 7, 9, 6, 6, 4, 5, 12, 12, 23, 22, 20, 25
Marino Sinibaldi, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12
Arianna Ciccone, 3, 3, 6, 3, 3, 3, 11, 18, 18, 18, 13, 3
Sonia Peronaci, 14, 13, 13, 15, 14, 6, 8, 3, 3, 3, 3, 3
Andrea Iannuzzi, 6, 6, 6, 6, 6, 6, 6, 9, 9, 9, 5, 5
Alessandro Perissinotto, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
