participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415534306160
Dario Franceschini, 46, 52, 53, 52, 59, 50, 54, 47, 32, 20, 19, 56
Massimo Mantellini, 34, 43, 39, 38, 52, 51, 50, 52, 36, 16, 21, 17
Beppe Severgnini, 12, 9, 6, 8, 19, 33, 43, 43, 43, 34, 28, 23
Luca Sofri, 26, 21, 20, 22, 22, 17, 12, 11, 13, 17, 15, 21
Samuele Bersani, 23, 18, 15, 14, 19, 21, 21, 17, 6, 6, 6, 6
Anna Masera, 15, 6, 6, 6, 6, 7, 9, 12, 15, 25, 24, 27
Mauro Tedeschini, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12
Massimiliano Panarari, 15, 15, 2, 9, 12, 12, 11, 8, 8, 14, 18, 18
Walter Passerini, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8
Sonia Peronaci, 7, 4, 6, 9, 9, 9, 7, 6, 6, 5, 5, 5
