participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415273306161
Dario Franceschini, 17, 19, 13, 17, 20, 23, 40, 63, 159, 251, 321, 364
Luca Sofri, 6, 6, 3, 3, 3, 12, 57, 79, 87, 108, 163, 151
Beppe Severgnini, 31, 35, 34, 29, 27, 24, 26, 24, 25, 27, 39, 42
Silvia Ballestra, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21
Massimo Mantellini, 40, 37, 24, 17, 11, 9, 9, 7, 7, 8, 14, 24
Sonia Peronaci, 2, 2, 3, 3, 5, 8, 6, 9, 13, 14, 23, 30
Aldo Cazzullo, 6, 6, 6, 11, 12, 12, 12, 6, 6, 6, 6, 6
Marino Sinibaldi, 6, 6, 6, 6, 6, 6, 6, 6, 6, 8, 12, 12
Massimiliano Panarari, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7
Anna Masera, 13, 8, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
