participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415207606158
Luca Sofri, 41, 43, 64, 63, 53, 45, 21, 14, 17, 28, 36, 34
Dario Franceschini, 39, 36, 30, 31, 49, 52, 46, 51, 40, 22, 25, 32
Beppe Severgnini, 31, 31, 31, 28, 18, 20, 18, 27, 27, 17, 9, 3
Sonia Peronaci, 28, 19, 14, 12, 12, 10, 9, 9, 12, 18, 18, 15
Anna Masera, 3, 3, 3, 3, 3, 3, 3, 17, 21, 29, 32, 26
Arianna Ciccone, 28, 25, 20, 9, 7, 6, 11, 12, 10, 6, 4, 4
Romana Petri, 3, 3, 3, 13, 15, 15, 15, 8, 8, 8, 8, 3
Samuele Bersani, 7, 7, 7, 4, 9, 9, 9, 8, 8, 8, 8, 8
Marino Sinibaldi, 6, 6, 6, 6, 2, 6, 6, 9, 9, 9, 6, 4
Silvia Ballestra, 8, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
