participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415439806181
Massimo Mantellini, 1, 1, 1, 1, 1, 1, 26, 39, 83, 153, 176, 175
Luca Sofri, 3, 5, 13, 13, 13, 24, 19, 30, 62, 76, 94, 90
Beppe Severgnini, 54, 46, 38, 22, 24, 33, 38, 37, 39, 28, 29, 30
Massimiliano Panarari, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18
Arianna Ciccone, 3, 8, 15, 17, 21, 22, 15, 23, 24, 22, 21, 13
Enrico Mentana, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12
Andrea Iannuzzi, 3, 5, 12, 11, 12, 10, 6, 11, 15, 15, 15, 8
Marino Sinibaldi, 2, 2, 2, 2, 1, 9, 12, 18, 20, 20, 18, 12
David Riondino, 6, 6, 6, 6, 6, 8, 12, 12, 12, 12, 12, 12
Aldo Cazzullo, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9
