participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415219306165
Dario Franceschini, 49, 52, 43, 44, 42, 45, 63, 83, 64, 53, 38, 9
Silvia Ballestra, 6, 6, 6, 6, 18, 42, 57, 57, 47, 21, 21, 21
Luca Sofri, 23, 8, 10, 9, 6, 13, 16, 12, 24, 33, 31, 32
Beppe Severgnini, 3, 3, 3, 3, 8, 22, 27, 32, 32, 26, 20, 25
Massimo Mantellini, 9, 9, 3, 3, 7, 21, 33, 36, 37, 24, 9, 6
Anna Masera, 17, 9, 9, 9, 9, 9, 10, 6, 5, 5, 5, 5
Sonia Peronaci, 11, 11, 11, 3, 3, 3, 3, 10, 10, 9, 9, 4
Andrea Iannuzzi, 6, 6, 10, 8, 6, 6, 6, 6, 6, 6, 6, 6
Aldo Cazzullo, 6, 6, 6, 6, 6, 6, 8, 9, 7, 6, 4, 4
Arianna Ciccone, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
