participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415352506146
Luca Sofri, 2, 6, 9, 22, 33, 38, 92, 130, 137, 145, 113, 66
Massimo Mantellini, 3, 3, 3, 3, 3, 5, 46, 76, 91, 96, 74, 43
Dario Franceschini, 6, 6, 3, 23, 33, 45, 50, 35, 21, 16, 17, 25
Anna Masera, 1, 1, 3, 3, 14, 15, 26, 27, 18, 12, 9, 11
Beppe Severgnini, 18, 18, 21, 16, 3, 3, 1, 2, 7, 9, 9, 12
Fulvio Ervas, 18, 18, 13, 4, 4, 4, 4, 4, 4, 4, 4, 4
Arianna Ciccone, 1, 1, 1, 1, 1, 1, 1, 1, 16, 18, 18, 18
Alessandro Perissinotto, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
Andrea Iannuzzi, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
Pietrangelo Buttafuoco, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
