participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415517206133
Mauro Tedeschini, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12
Beppe Severgnini, 2, 3, 3, 3, 2, 2, 2, 2, 9, 29, 30, 39
Massimiliano Panarari, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9
Walter Passerini, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8
Arianna Ciccone, 6, 6, 6, 6, 6, 6, 6, 6, 7, 9, 9, 9
Alberto Tessore, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
Alessandro Perissinotto, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
Bruno Tognolini, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
David Riondino, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
Luca Sofri, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
