participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415294906159
Dario Franceschini, 307, 272, 214, 154, 123, 123, 133, 123, 106, 81, 65, 74
Luca Sofri, 60, 53, 84, 149, 173, 178, 158, 94, 37, 25, 20, 53
Beppe Severgnini, 80, 68, 55, 38, 39, 40, 29, 28, 39, 38, 48, 67
Arianna Ciccone, 11, 18, 18, 18, 13, 3, 21, 39, 38, 39, 34, 6
Silvia Ballestra, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21
Massimo Mantellini, 12, 12, 23, 22, 20, 25, 22, 18, 16, 12, 15, 31
Marino Sinibaldi, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12
Andrea Iannuzzi, 6, 9, 9, 9, 5, 5, 5, 5, 5, 5, 5, 5
Sonia Peronaci, 8, 3, 3, 3, 3, 3, 2, 3, 3, 7, 17, 18
Alessandro Perissinotto, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
