participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415412806130
Massimiliano Panarari, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18
Luca Sofri, 8, 6, 22, 24, 24, 24, 15, 9, 9, 9, 1, 1
Enrico Mentana, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12
Daria Bignardi, 3, 3, 17, 18, 16, 15, 10, 6, 6, 6, 6, 6
Aldo Cazzullo, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9
Sonia Peronaci, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9
Samuele Bersani, 3, 3, 3, 10, 13, 15, 15, 8, 3, 3, 3, 3
Anna Masera, 10, 10, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
Alessandro Perissinotto, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
Dario Franceschini, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
