participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415360606169
Luca Sofri, 145, 113, 66, 41, 39, 50, 52, 60, 55, 43, 55, 73
Dario Franceschini, 16, 17, 25, 33, 34, 29, 30, 59, 63, 74, 91, 72
Massimo Mantellini, 96, 74, 43, 25, 15, 22, 18, 18, 18, 13, 19, 24
Sonia Peronaci, 5, 5, 5, 5, 5, 3, 5, 26, 30, 27, 27, 11
Anna Masera, 12, 9, 11, 12, 13, 14, 5, 3, 9, 6, 7, 9
Arianna Ciccone, 18, 18, 18, 8, 8, 3, 3, 3, 3, 3, 3, 3
Enrico Mentana, 6, 2, 3, 6, 6, 12, 15, 11, 9, 7, 7, 7
Beppe Severgnini, 9, 9, 12, 8, 7, 9, 6, 4, 4, 4, 4, 11
Alessandro Perissinotto, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
Andrea Iannuzzi, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
