participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415397506161
Luca Sofri, 27, 27, 23, 13, 20, 29, 35, 55, 59, 54, 52, 59
Anna Masera, 30, 30, 17, 10, 20, 29, 30, 39, 54, 45, 43, 54
Arianna Ciccone, 37, 35, 28, 13, 14, 23, 18, 27, 33, 28, 31, 36
Andrea Iannuzzi, 40, 40, 32, 22, 19, 24, 19, 17, 14, 14, 8, 13
Dario Franceschini, 25, 18, 14, 14, 16, 19, 21, 21, 14, 13, 23, 52
Beppe Severgnini, 17, 17, 18, 15, 23, 24, 21, 21, 19, 23, 23, 21
Massimiliano Panarari, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18
Samuele Bersani, 24, 30, 31, 19, 14, 7, 7, 7, 7, 7, 7, 7
Massimo Mantellini, 33, 32, 25, 10, 10, 10, 6, 6, 6, 6, 6, 6
Daria Bignardi, 4, 4, 4, 4, 4, 4, 4, 16, 27, 27, 27, 29
