participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415383106155
Dario Franceschini, 41, 36, 50, 44, 49, 86, 86, 88, 106, 82, 64, 54
Luca Sofri, 22, 12, 21, 24, 24, 21, 12, 15, 21, 22, 33, 32
Massimo Mantellini, 5, 5, 5, 5, 9, 18, 24, 30, 31, 26, 18, 21
Beppe Severgnini, 9, 11, 21, 24, 24, 20, 13, 8, 8, 10, 22, 18
Andrea Iannuzzi, 6, 9, 16, 24, 24, 18, 14, 14, 6, 6, 9, 15
Sonia Peronaci, 7, 12, 18, 17, 13, 9, 7, 9, 12, 12, 12, 12
Anna Masera, 6, 6, 8, 7, 6, 3, 3, 3, 12, 17, 21, 29
Arianna Ciccone, 3, 3, 3, 3, 3, 3, 3, 3, 6, 12, 19, 32
Enrico Mentana, 3, 3, 3, 3, 3, 3, 5, 11, 12, 12, 11, 11
Romana Petri, 15, 13, 7, 7, 7, 7, 7, 3, 3, 3, 3, 3
