participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415491106149
Beppe Severgnini, 62, 37, 28, 41, 38, 41, 40, 34, 31, 29, 26, 18
Luca Sofri, 14, 16, 15, 12, 12, 14, 16, 18, 32, 28, 21, 22
Dario Franceschini, 16, 24, 23, 28, 24, 16, 12, 18, 15, 15, 15, 3
Mauro Tedeschini, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12
Massimo Mantellini, 20, 28, 21, 19, 16, 9, 3, 3, 4, 6, 6, 4
Anna Masera, 18, 13, 9, 16, 17, 15, 15, 10, 3, 2, 5, 9
Enrico Mentana, 6, 6, 8, 10, 9, 17, 18, 15, 15, 5, 5, 5
Massimiliano Panarari, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9
Andrea Iannuzzi, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8
Walter Passerini, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8
