participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415474006186
Luca Sofri, 87, 88, 78, 66, 47, 40, 33, 38, 31, 29, 32, 35
Dario Franceschini, 46, 47, 38, 36, 34, 19, 39, 54, 54, 54, 54, 36
Massimo Mantellini, 9, 9, 9, 19, 29, 39, 62, 69, 57, 58, 40, 21
Anna Masera, 26, 30, 29, 18, 9, 7, 11, 27, 35, 37, 34, 26
Beppe Severgnini, 13, 14, 13, 17, 18, 21, 18, 9, 12, 9, 15, 58
Francesco Piccolo, 9, 12, 13, 32, 30, 26, 24, 10, 10, 10, 10, 10
Andrea Iannuzzi, 18, 18, 18, 18, 18, 18, 18, 18, 18, 6, 11, 15
David Riondino, 12, 11, 11, 12, 20, 21, 21, 17, 17, 17, 17, 17
Arianna Ciccone, 15, 15, 15, 15, 15, 15, 15, 15, 6, 6, 6, 6
Mauro Tedeschini, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12
