participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415260706138
Silvia Ballestra, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21
Beppe Severgnini, 2, 2, 2, 2, 2, 2, 20, 27, 29, 39, 40, 32
Massimo Mantellini, 1, 1, 1, 1, 1, 1, 1, 6, 22, 36, 42, 46
Luca Sofri, 2, 7, 12, 12, 12, 9, 5, 9, 10, 14, 13, 12
Dario Franceschini, 4, 4, 4, 4, 2, 6, 8, 9, 11, 11, 15, 21
Massimiliano Panarari, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7
Andrea Iannuzzi, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
Romana Petri, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
Pietrangelo Buttafuoco, 1, 2, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
Anna Masera, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 8
