participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415267906141
Beppe Severgnini, 29, 39, 40, 32, 37, 33, 31, 35, 34, 29, 27, 24
Massimo Mantellini, 22, 36, 42, 46, 47, 40, 40, 37, 24, 17, 11, 9
Silvia Ballestra, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21
Dario Franceschini, 11, 11, 15, 21, 28, 24, 17, 19, 13, 17, 20, 23
Luca Sofri, 10, 14, 13, 12, 12, 8, 6, 6, 3, 3, 3, 12
Massimiliano Panarari, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7
Anna Masera, 5, 5, 1, 8, 9, 9, 13, 8, 6, 6, 6, 6
Daria Bignardi, 7, 9, 8, 6, 6, 6, 6, 6, 6, 6, 6, 6
Aldo Cazzullo, 2, 3, 3, 3, 4, 6, 6, 6, 6, 11, 12, 12
Romana Petri, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
