participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415482106169
Beppe Severgnini, 9, 15, 58, 105, 140, 176, 174, 150, 123, 89, 62, 37
Dario Franceschini, 54, 54, 36, 39, 43, 31, 24, 15, 15, 10, 16, 24
Luca Sofri, 29, 32, 35, 36, 34, 36, 34, 25, 25, 29, 14, 16
Anna Masera, 37, 34, 26, 19, 23, 35, 35, 36, 31, 21, 18, 13
Massimo Mantellini, 58, 40, 21, 16, 9, 12, 14, 16, 24, 24, 20, 28
Silvia Ballestra, 7, 18, 23, 24, 25, 12, 9, 8, 8, 6, 6, 8
Mauro Tedeschini, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12
David Riondino, 17, 17, 17, 17, 17, 17, 6, 6, 6, 6, 6, 6
Francesco Piccolo, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10
Massimiliano Panarari, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9
