participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415516306132
Mauro Tedeschini, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12
Massimiliano Panarari, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9
Walter Passerini, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8
Beppe Severgnini, 3, 2, 3, 3, 3, 2, 2, 2, 2, 9, 29, 30
Arianna Ciccone, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 9, 9
Luca Sofri, 8, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
Alberto Tessore, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
Alessandro Perissinotto, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
Anna Masera, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
Bruno Tognolini, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
