participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415392106156
Arianna Ciccone, 19, 32, 38, 40, 45, 48, 37, 35, 28, 13, 14, 23
Dario Franceschini, 64, 54, 40, 34, 36, 34, 25, 18, 14, 14, 16, 19
Luca Sofri, 33, 32, 26, 26, 32, 29, 27, 27, 23, 13, 20, 29
Anna Masera, 21, 29, 29, 29, 32, 35, 30, 30, 17, 10, 20, 29
Andrea Iannuzzi, 9, 15, 17, 20, 25, 40, 40, 40, 32, 22, 19, 24
Massimo Mantellini, 18, 21, 10, 10, 20, 35, 33, 32, 25, 10, 10, 10
Beppe Severgnini, 22, 18, 18, 17, 17, 17, 17, 17, 18, 15, 23, 24
Samuele Bersani, 3, 10, 12, 12, 14, 20, 24, 30, 31, 19, 14, 7
Massimiliano Panarari, 3, 3, 3, 3, 13, 21, 18, 18, 18, 18, 18, 18
Sonia Peronaci, 12, 12, 12, 12, 12, 12, 12, 12, 12, 8, 9, 9
